condition,split,protein,protein_length,eligible_start_index_0based,eligible_end_index_0based_exclusive,terminal_exclusion_used,n_flexibility_supporting_bands,n_rigidity_supporting_bands,n_total_bands,profile_identity_max_abs_error
esm2_frozen_bilstm_attn,train,2gg2_A,263,1,262,0,7,7,14,1.8099473031440994e-09
esm2_frozen_bilstm_attn,train,2gh0_D,101,1,100,0,4,3,7,7.656818290513456e-09
esm2_frozen_bilstm_attn,train,2gib_B,103,1,102,0,3,2,5,5.93767079948293e-09
esm2_frozen_bilstm_attn,train,2gke_A,274,1,273,0,9,8,17,2.510772367791958e-09
esm2_frozen_bilstm_attn,train,2gkp_A,167,1,166,0,4,3,7,4.72112926530599e-09
esm2_frozen_bilstm_attn,train,2glz_B,153,1,152,0,5,4,9,3.7977208044992494e-09
esm2_frozen_bilstm_attn,train,2gno_A,305,1,304,0,11,11,22,2.1168728991938224e-09
esm2_frozen_bilstm_attn,train,2gpi_A,91,1,90,0,2,2,4,6.879913971857832e-09
esm2_frozen_bilstm_attn,train,2gs5_A,198,1,197,0,7,6,13,4.754897364733779e-09
esm2_frozen_bilstm_attn,train,2gwm_A,200,1,199,0,6,5,11,2.628398054760339e-09
esm2_frozen_bilstm_attn,train,2gwn_A,452,1,451,0,13,12,25,1.548646988425162e-09
esm2_frozen_bilstm_attn,train,2h2z_A,306,1,305,0,10,9,19,1.8654198186141002e-09
esm2_frozen_bilstm_attn,train,2hba_A,52,1,51,0,2,1,3,6.096176896619454e-09
esm2_frozen_bilstm_attn,train,2hhv_A,580,1,579,0,16,15,31,1.4066756648389855e-09
esm2_frozen_bilstm_attn,train,2hng_A,127,1,126,0,3,2,5,6.029903021342875e-09
esm2_frozen_bilstm_attn,train,2hnu_A,81,1,80,0,3,2,5,8.719387212252627e-09
esm2_frozen_bilstm_attn,train,2hu9_A,130,1,129,0,5,4,9,4.183945634395059e-09
esm2_frozen_bilstm_attn,train,2hxm_A,223,1,222,0,5,6,11,4.335093173324367e-09
esm2_frozen_bilstm_attn,train,2i2f_A,272,1,271,0,10,9,19,2.8330582324542775e-09
esm2_frozen_bilstm_attn,train,2i5u_A,83,1,82,0,0,1,1,4.601971248519021e-09
esm2_frozen_bilstm_attn,train,2i5v_O,251,1,250,0,10,9,19,4.793744068365413e-09
esm2_frozen_bilstm_attn,train,2i7c_C,283,1,282,0,9,8,17,1.621887069092054e-09
esm2_frozen_bilstm_attn,train,2i9x_A,87,1,86,0,2,2,4,1.6283982162690336e-08
esm2_frozen_bilstm_attn,train,2ia1_A,178,1,177,0,5,5,10,2.842596380503437e-09
esm2_frozen_bilstm_attn,train,2iay_A,114,1,113,0,4,4,8,8.500719239634691e-09
esm2_frozen_bilstm_attn,train,2id6_A,202,1,201,0,4,5,9,3.010958593563373e-09
esm2_frozen_bilstm_attn,train,2igi_A,180,1,179,0,5,4,9,4.302179945625539e-09
esm2_frozen_bilstm_attn,train,2ii1_D,301,1,300,0,7,7,14,1.2689445050284576e-09
esm2_frozen_bilstm_attn,train,2ims_A,171,1,170,0,4,4,8,4.547779042241018e-09
esm2_frozen_bilstm_attn,train,2it2_B,200,1,199,0,5,5,10,8.094094283706e-09
esm2_frozen_bilstm_attn,train,2ixm_A,303,1,302,0,8,7,15,3.555008731837006e-09
esm2_frozen_bilstm_attn,train,2j6a_A,141,1,140,0,3,2,5,5.879554620946692e-09
esm2_frozen_bilstm_attn,train,2j6b_A,109,1,108,0,3,2,5,2.0691700575170557e-09
esm2_frozen_bilstm_attn,train,2jdd_A,146,1,145,0,3,2,5,2.9176043803147422e-09
esm2_frozen_bilstm_attn,train,2jek_A,145,1,144,0,5,4,9,8.11316747117985e-09
esm2_frozen_bilstm_attn,train,2jft_A,234,1,233,0,8,7,15,2.9588922423329223e-09
esm2_frozen_bilstm_attn,train,2jh3_B,474,1,473,0,14,13,27,1.4285075344844245e-09
esm2_frozen_bilstm_attn,train,2jhf_B,374,1,373,0,12,11,23,1.0985224951909345e-09
esm2_frozen_bilstm_attn,train,2jlq_A,451,1,450,0,12,11,23,2.7173330252594496e-09
esm2_frozen_bilstm_attn,train,2lis_A,136,1,135,0,4,3,7,2.5784827606400995e-09
esm2_frozen_bilstm_attn,train,2nnu_A,205,1,204,0,6,5,11,2.6867497116001005e-09
esm2_frozen_bilstm_attn,train,2nqw_A,93,1,92,0,3,2,5,1.1199700278297087e-08
esm2_frozen_bilstm_attn,train,2nsa_A,170,1,169,0,4,4,8,1.993629261676233e-09
esm2_frozen_bilstm_attn,train,2nug_B,221,1,220,0,6,6,12,2.7895050713766523e-09
esm2_frozen_bilstm_attn,train,2nuk_A,141,1,140,0,6,4,10,8.255976791105013e-09
esm2_frozen_bilstm_attn,train,2nwv_A,114,1,113,0,4,3,7,5.140093239930366e-09
esm2_frozen_bilstm_attn,train,2o4t_A,100,1,99,0,3,3,6,8.78790018532527e-09
esm2_frozen_bilstm_attn,train,2o6x_A,310,1,309,0,9,8,17,5.9304134936155606e-09
esm2_frozen_bilstm_attn,train,2o74_F,174,1,173,0,6,6,12,2.6428845778525556e-09
esm2_frozen_bilstm_attn,train,2o7o_A,207,1,206,0,5,5,10,5.0382062966036756e-09
esm2_frozen_bilstm_attn,train,2obl_A,347,1,346,0,9,9,18,1.1902973051647336e-09
esm2_frozen_bilstm_attn,train,2oeb_A,155,1,154,0,3,3,6,2.77846368135215e-09
esm2_frozen_bilstm_attn,train,2oez_B,247,1,246,0,6,5,11,4.18554080283684e-09
esm2_frozen_bilstm_attn,train,2onf_B,140,1,139,0,2,2,4,4.266677677833286e-09
esm2_frozen_bilstm_attn,train,2op6_A,152,1,151,0,4,4,8,6.0053242378899085e-09
esm2_frozen_bilstm_attn,train,2oxl_B,64,1,63,0,2,2,4,1.5384978624410905e-08
esm2_frozen_bilstm_attn,train,2oy9_B,98,1,97,0,2,1,3,4.1700669584088246e-09
esm2_frozen_bilstm_attn,train,2oya_B,102,1,101,0,2,1,3,8.59452509160974e-09
esm2_frozen_bilstm_attn,train,2p12_A,176,1,175,0,7,6,13,1.1528135779315107e-08
esm2_frozen_bilstm_attn,train,2p2v_A,288,1,287,0,8,7,15,5.3140567501941405e-09
esm2_frozen_bilstm_attn,train,2p3p_B,207,1,206,0,6,5,11,5.541329173297527e-09
esm2_frozen_bilstm_attn,train,2p58_A,65,1,64,0,2,2,4,5.7280082899069384e-09
esm2_frozen_bilstm_attn,train,2p6v_A,114,1,113,0,3,2,5,1.0384481718972438e-08
esm2_frozen_bilstm_attn,train,2p9x_D,99,1,98,0,3,3,6,6.55361365176077e-09
esm2_frozen_bilstm_attn,train,2pa6_B,427,1,426,0,10,9,19,3.980378693313469e-09
esm2_frozen_bilstm_attn,train,2pbk_B,228,1,227,0,7,6,13,1.9589174726775127e-09
esm2_frozen_bilstm_attn,train,2pcn_A,161,1,160,0,5,4,9,3.372331747186763e-09
esm2_frozen_bilstm_attn,train,2pfx_A,191,1,190,0,5,4,9,9.995009264684995e-09
esm2_frozen_bilstm_attn,train,2phn_A,254,1,253,0,7,6,13,2.4955730815179322e-09
esm2_frozen_bilstm_attn,train,2pmk_A,243,1,242,0,9,7,16,3.2251605830424523e-09
esm2_frozen_bilstm_attn,train,2pnw_A,380,1,379,0,12,11,23,1.128836579766812e-09
esm2_frozen_bilstm_attn,train,2ppv_A,332,1,331,0,11,10,21,3.604782250477001e-09
esm2_frozen_bilstm_attn,train,2pq8_A,278,1,277,0,7,7,14,1.510058633691358e-09
esm2_frozen_bilstm_attn,train,2pqx_A,245,1,244,0,7,6,13,3.093913569784945e-09
esm2_frozen_bilstm_attn,train,2psp_B,106,1,105,0,5,4,9,5.807716085826087e-09
esm2_frozen_bilstm_attn,train,2pst_X,74,1,73,0,2,2,4,6.2265996803034795e-09
esm2_frozen_bilstm_attn,train,2pu9_A,110,1,109,0,3,2,5,2.291002498822081e-09
esm2_frozen_bilstm_attn,train,2pv4_A,145,1,144,0,2,2,4,4.0525625077947325e-09
esm2_frozen_bilstm_attn,train,2pw8_I,65,1,64,0,3,2,5,1.5046504486804224e-08
esm2_frozen_bilstm_attn,train,2py5_A,575,1,574,0,16,15,31,1.2061116549944018e-09
esm2_frozen_bilstm_attn,train,2pyq_B,114,1,113,0,3,3,6,5.504151801005719e-09
esm2_frozen_bilstm_attn,train,2q2g_A,180,1,179,0,6,5,11,3.11066372660207e-09
esm2_frozen_bilstm_attn,train,2q7x_A,326,1,325,0,10,10,20,2.1924411175433534e-09
esm2_frozen_bilstm_attn,train,2q9r_A,200,1,199,0,5,4,9,2.8863156309455462e-09
esm2_frozen_bilstm_attn,train,2qcu_B,501,1,500,0,15,16,31,2.9326283623731797e-09
esm2_frozen_bilstm_attn,train,2qdx_A,257,1,256,0,9,8,17,6.7109393597775124e-09
esm2_frozen_bilstm_attn,train,2qev_A,145,1,144,0,4,3,7,6.660609841446785e-09
esm2_frozen_bilstm_attn,train,2qhq_B,125,1,124,0,4,3,7,5.463220986712258e-09
esm2_frozen_bilstm_attn,train,2qia_A,262,1,261,0,8,7,15,2.937114107481875e-09
esm2_frozen_bilstm_attn,train,2qmj_A,870,1,869,0,25,25,50,1.6041916683917634e-09
esm2_frozen_bilstm_attn,train,2qnl_A,162,1,161,0,4,4,8,4.934423536440136e-09
esm2_frozen_bilstm_attn,train,2qp2_A,511,1,510,0,16,15,31,9.38564448382806e-10
esm2_frozen_bilstm_attn,train,2qq4_B,138,1,137,0,4,3,7,2.3793198522525927e-09
esm2_frozen_bilstm_attn,train,2qsk_A,95,1,94,0,3,2,5,5.759218879575201e-09
esm2_frozen_bilstm_attn,train,2qtd_A,105,1,104,0,4,3,7,4.9915014344037445e-09
esm2_frozen_bilstm_attn,train,2r2d_A,276,1,275,0,8,7,15,2.524984665797092e-09
esm2_frozen_bilstm_attn,train,2r31_A,239,1,238,0,6,5,11,2.756307182494311e-09
esm2_frozen_bilstm_attn,train,2ra8_A,362,1,361,0,10,9,19,1.29111421554029e-09
esm2_frozen_bilstm_attn,train,2rbk_A,261,1,260,0,7,7,14,1.3841248147627994e-09
esm2_frozen_bilstm_attn,train,2rci_A,204,1,203,0,5,4,9,1.6264271041066536e-09
esm2_frozen_bilstm_attn,train,2rdi_A,342,1,341,0,8,8,16,1.4271679393829118e-09
esm2_frozen_bilstm_attn,train,2rff_A,111,1,110,0,5,4,9,4.612850545981928e-09
esm2_frozen_bilstm_attn,train,2rij_A,387,1,386,0,12,11,23,1.365183410761972e-09
esm2_frozen_bilstm_attn,train,2rji_A,84,1,83,0,2,2,4,3.6832186189883487e-09
esm2_frozen_bilstm_attn,train,2rkq_A,169,1,168,0,5,4,9,4.51547443880429e-09
esm2_frozen_bilstm_attn,train,2v05_A,311,1,310,0,11,10,21,9.35325816797672e-10
esm2_frozen_bilstm_attn,train,2v27_A,275,1,274,0,8,7,15,1.5041780043745234e-09
esm2_frozen_bilstm_attn,train,2v4b_B,300,1,299,0,9,8,17,2.7601463337134646e-09
esm2_frozen_bilstm_attn,train,2v4n_A,254,1,253,0,8,7,15,6.3310903186675205e-09
esm2_frozen_bilstm_attn,train,2v6a_O,140,1,139,0,4,3,7,3.592333541746484e-09
esm2_frozen_bilstm_attn,train,2vac_A,134,1,133,0,4,3,7,5.708275185867251e-09
esm2_frozen_bilstm_attn,train,2vcc_A,891,1,890,0,24,23,47,7.638185639535777e-10
esm2_frozen_bilstm_attn,train,2vfk_A,205,1,204,0,5,5,10,6.630683557773409e-09
esm2_frozen_bilstm_attn,train,2vg3_C,284,1,283,0,8,6,14,3.978267049120632e-09
esm2_frozen_bilstm_attn,train,2vh3_A,113,1,112,0,3,3,6,7.725799333613281e-09
esm2_frozen_bilstm_attn,train,2vi1_A,207,1,206,0,9,8,17,1.9107958548758575e-09
esm2_frozen_bilstm_attn,train,2vm5_A,106,1,105,0,3,3,6,9.504492304301948e-09
esm2_frozen_bilstm_attn,train,2vmc_A,257,1,256,0,11,10,21,2.203803362021972e-09
esm2_frozen_bilstm_attn,train,2vnl_A,151,1,150,0,4,4,8,2.952729172278623e-09
esm2_frozen_bilstm_attn,train,2w0g_A,129,1,128,0,3,3,6,2.199450399587022e-09
esm2_frozen_bilstm_attn,train,2w0i_A,135,1,134,0,3,4,7,5.265575753199414e-09
esm2_frozen_bilstm_attn,train,2w39_A,298,1,297,0,10,10,20,1.6149463988313073e-09
esm2_frozen_bilstm_attn,train,2w56_A,147,1,146,0,5,4,9,7.1901071763136315e-09
esm2_frozen_bilstm_attn,train,2w6k_A,145,1,144,0,4,3,7,5.599865460226283e-09
esm2_frozen_bilstm_attn,train,2w9y_A,140,1,139,0,3,3,6,3.874467746634025e-09
esm2_frozen_bilstm_attn,train,2wb6_A,130,1,129,0,5,4,9,7.700066362303915e-09
esm2_frozen_bilstm_attn,train,2wbf_X,265,1,264,0,7,6,13,3.4998602904678933e-09
esm2_frozen_bilstm_attn,train,2wcu_A,149,1,148,0,5,5,10,5.212840825663534e-09
esm2_frozen_bilstm_attn,train,2wkx_A,261,1,260,0,8,8,16,4.948286669304025e-09
esm2_frozen_bilstm_attn,train,2wn3_C,254,1,253,0,10,9,19,1.5856611579323499e-09
esm2_frozen_bilstm_attn,train,2wnp_F,217,1,216,0,8,7,15,5.217949849978254e-09
esm2_frozen_bilstm_attn,train,2wqi_D,51,1,50,0,1,1,2,3.3843887692341923e-09
esm2_frozen_bilstm_attn,train,2wr8_A,259,1,258,0,8,7,15,1.5878975911931548e-09
esm2_frozen_bilstm_attn,train,2wsi_A,306,1,305,0,6,5,11,4.499226768928111e-09
esm2_frozen_bilstm_attn,train,2wzo_A,146,1,145,0,3,4,7,6.057060630837441e-09
esm2_frozen_bilstm_attn,train,2x5r_A,127,1,126,0,4,3,7,9.47246991955808e-09
esm2_frozen_bilstm_attn,train,2x96_A,598,1,597,0,16,16,32,2.4458230996060593e-09
esm2_frozen_bilstm_attn,train,2xeu_A,64,1,63,0,3,2,5,6.387598006085682e-09
esm2_frozen_bilstm_attn,train,2xf2_A,688,1,687,0,18,17,35,1.069281885257567e-09
esm2_frozen_bilstm_attn,train,2xf7_A,51,1,50,0,1,1,2,7.744248797791897e-09
esm2_frozen_bilstm_attn,train,2xmx_A,271,1,270,0,8,7,15,2.244600061374058e-09
esm2_frozen_bilstm_attn,train,2xpp_A,145,1,144,0,5,5,10,4.532526354239508e-09
esm2_frozen_bilstm_attn,train,2xrh_A,100,1,99,0,1,2,3,6.874062652428847e-09
esm2_frozen_bilstm_attn,train,2xse_A,170,1,169,0,4,4,8,3.347669030873135e-09
esm2_frozen_bilstm_attn,train,2xu8_B,116,1,115,0,4,3,7,4.7299302252667985e-09
esm2_frozen_bilstm_attn,train,2xvs_A,166,1,165,0,5,4,9,3.178276308801742e-09
esm2_frozen_bilstm_attn,train,2xz2_A,66,1,65,0,2,1,3,7.905683219178172e-09
esm2_frozen_bilstm_attn,train,2y1q_A,150,1,149,0,5,4,9,4.294236966018161e-09
esm2_frozen_bilstm_attn,train,2y20_A,58,1,57,0,1,1,2,1.2308614572020815e-08
esm2_frozen_bilstm_attn,train,2y39_A,118,1,117,0,2,2,4,1.5909790818113834e-08
esm2_frozen_bilstm_attn,train,2y3w_A,182,1,181,0,6,5,11,3.74467390429345e-09
esm2_frozen_bilstm_attn,train,2y4x_B,93,1,92,0,4,3,7,1.149178530113204e-08
esm2_frozen_bilstm_attn,train,2ycl_A,445,1,444,0,10,11,21,1.056580156699738e-09
esm2_frozen_bilstm_attn,train,2yjg_A,436,1,435,0,16,15,31,2.0503589936993194e-09
esm2_frozen_bilstm_attn,train,2yp8_A,503,1,502,0,17,16,33,1.2210195077244634e-09
esm2_frozen_bilstm_attn,train,2ysk_A,145,1,144,0,3,3,6,7.981444838378593e-09
esm2_frozen_bilstm_attn,train,2yvo_A,182,1,181,0,6,6,12,2.732389425830206e-09
esm2_frozen_bilstm_attn,train,2yvq_A,143,1,142,0,5,4,9,3.16606452166468e-09
esm2_frozen_bilstm_attn,train,2yxn_A,322,1,321,0,8,9,17,3.5806544396166373e-09
esm2_frozen_bilstm_attn,train,2yzt_A,67,1,66,0,2,1,3,8.406937368476974e-09
esm2_frozen_bilstm_attn,train,2z0j_E,237,1,236,0,8,7,15,3.09332903736248e-09
esm2_frozen_bilstm_attn,train,2z4u_A,261,1,260,0,7,6,13,1.0567272612505008e-09
esm2_frozen_bilstm_attn,train,2z6r_A,265,1,264,0,9,9,18,2.1160189156432807e-09
esm2_frozen_bilstm_attn,train,2z7f_I,50,1,49,0,2,1,3,9.354121921489877e-09
esm2_frozen_bilstm_attn,train,2znr_A,178,1,177,0,3,2,5,2.6288038412758397e-09
esm2_frozen_bilstm_attn,train,2zwd_A,281,1,280,0,8,8,16,5.103772293679754e-09
esm2_frozen_bilstm_attn,train,2zzd_E,157,1,156,0,3,2,5,5.604297470540587e-09
esm2_frozen_bilstm_attn,train,3a1g_A,80,1,79,0,2,1,3,6.5788061665017494e-09
esm2_frozen_bilstm_attn,train,3a1g_B,40,1,39,0,1,0,1,3.598636055812676e-09
esm2_frozen_bilstm_attn,train,3a1u_A,258,1,257,0,7,7,14,2.3036788032726463e-09
esm2_frozen_bilstm_attn,train,3a39_A,83,1,82,0,3,2,5,5.606714204020591e-09
esm2_frozen_bilstm_attn,train,3a7l_A,128,1,127,0,5,5,10,1.4141225967989612e-09
esm2_frozen_bilstm_attn,train,3aa6_B,244,1,243,0,6,5,11,2.5538042791595217e-09
esm2_frozen_bilstm_attn,train,3agn_A,114,1,113,0,3,2,5,6.431545740426259e-09
esm2_frozen_bilstm_attn,train,3ajf_A,94,1,93,0,2,2,4,6.719163003765516e-09
esm2_frozen_bilstm_attn,train,3apr_E,325,1,324,0,10,9,19,2.259684883654245e-09
esm2_frozen_bilstm_attn,train,3b4q_B,94,1,93,0,2,2,4,4.049041990583646e-09
esm2_frozen_bilstm_attn,train,3b9q_A,302,1,301,0,8,7,15,2.986304536989337e-09
esm2_frozen_bilstm_attn,train,3bn0_A,112,1,111,0,5,4,9,3.8755159081915735e-09
esm2_frozen_bilstm_attn,train,3boe_A,210,1,209,0,6,5,11,1.9554144969902154e-09
esm2_frozen_bilstm_attn,train,3bpj_B,80,1,79,0,2,1,3,5.336270092470841e-09
esm2_frozen_bilstm_attn,train,3bqk_A,360,1,359,0,7,7,14,1.4705549000737506e-09
esm2_frozen_bilstm_attn,train,3bwu_D,125,1,124,0,4,3,7,2.1305822883732617e-08
esm2_frozen_bilstm_attn,train,3bzl_D,83,1,82,0,2,2,4,3.965785921877796e-09
esm2_frozen_bilstm_attn,train,3bzn_A,431,1,430,0,14,13,27,1.445553399204158e-09
esm2_frozen_bilstm_attn,train,3c05_A,62,1,61,0,3,2,5,1.2896391510253125e-08
esm2_frozen_bilstm_attn,train,3c0f_B,91,1,90,0,2,1,3,4.68597161074058e-09
esm2_frozen_bilstm_attn,train,3c1q_B,123,1,122,0,4,3,7,9.330118011519062e-09
esm2_frozen_bilstm_attn,train,3c2q_B,345,1,344,0,9,9,18,2.4343123072867456e-09
esm2_frozen_bilstm_attn,train,3c8w_C,255,1,254,0,8,7,15,4.283302601493233e-09
esm2_frozen_bilstm_attn,train,3c9p_A,123,1,122,0,4,3,7,2.814669386452806e-09
esm2_frozen_bilstm_attn,train,3cjs_B,72,1,71,0,2,1,3,4.7465578134620046e-09
esm2_frozen_bilstm_attn,train,3crv_A,551,1,550,0,15,15,30,8.949470609032062e-10
esm2_frozen_bilstm_attn,train,3czz_B,101,1,100,0,3,3,6,3.502893086704262e-09
esm2_frozen_bilstm_attn,train,3d1g_A,366,1,365,0,13,13,26,3.011924487594797e-09
esm2_frozen_bilstm_attn,train,3d2q_A,70,1,69,0,2,1,3,5.653797430227314e-09
esm2_frozen_bilstm_attn,train,3d7a_B,138,1,137,0,6,5,11,5.840467665052529e-09
esm2_frozen_bilstm_attn,train,3dai_A,130,1,129,0,2,3,5,3.704827555850443e-09
esm2_frozen_bilstm_attn,train,3dan_A,473,1,472,0,11,10,21,1.529816107126436e-09
esm2_frozen_bilstm_attn,train,3dha_A,254,1,253,0,10,9,19,3.966703854274556e-09
esm2_frozen_bilstm_attn,train,3djl_A,541,1,540,0,15,14,29,1.3274035204347001e-09
esm2_frozen_bilstm_attn,train,3dnh_B,258,1,257,0,7,6,13,3.89048260274194e-09
esm2_frozen_bilstm_attn,train,3do6_A,543,1,542,0,14,13,27,2.4914141860676864e-09
esm2_frozen_bilstm_attn,train,3dso_A,74,1,73,0,3,2,5,6.27010798837091e-09
esm2_frozen_bilstm_attn,train,3e0z_A,109,1,108,0,3,2,5,4.447237911264779e-09
esm2_frozen_bilstm_attn,train,3e4w_B,320,1,319,0,9,8,17,1.708582386683588e-09
esm2_frozen_bilstm_attn,train,3e9v_A,120,1,119,0,3,2,5,3.866026832000102e-09
esm2_frozen_bilstm_attn,train,3ebh_A,889,1,888,0,26,25,51,8.944986973347113e-10
esm2_frozen_bilstm_attn,train,3eh1_A,751,1,750,0,19,19,38,1.140663119514329e-09
esm2_frozen_bilstm_attn,train,3emi_A,116,1,115,0,5,4,9,1.63932618590934e-08
esm2_frozen_bilstm_attn,train,3eoj_A,366,1,365,0,12,11,23,1.5135730446758089e-09
esm2_frozen_bilstm_attn,train,3eqx_A,373,1,372,0,11,10,21,1.5747239068275576e-09
esm2_frozen_bilstm_attn,train,3eto_A,242,1,241,0,7,6,13,2.3243456048760436e-09
esm2_frozen_bilstm_attn,train,3eye_A,168,1,167,0,4,3,7,5.3510618158725265e-09
esm2_frozen_bilstm_attn,train,3ezu_A,342,1,341,0,9,9,18,2.3068054133545957e-09
esm2_frozen_bilstm_attn,train,3f0o_B,212,1,211,0,7,6,13,4.3063845822644e-09
esm2_frozen_bilstm_attn,train,3f0p_A,212,1,211,0,7,6,13,4.3063845822644e-09
esm2_frozen_bilstm_attn,train,3fbl_A,82,1,81,0,2,3,5,4.076326831636834e-09
esm2_frozen_bilstm_attn,train,3fcn_A,164,1,163,0,3,3,6,2.5546840198842347e-09
esm2_frozen_bilstm_attn,train,3fh2_A,146,1,145,0,5,6,11,5.095083466244432e-09
esm2_frozen_bilstm_attn,train,3fhf_A,214,1,213,0,5,5,10,3.007313509328924e-09
esm2_frozen_bilstm_attn,train,3fm2_A,135,1,134,0,5,5,10,5.9187321710396645e-09
esm2_frozen_bilstm_attn,train,3fo8_D,283,1,282,0,10,9,19,2.5118738200546886e-09
esm2_frozen_bilstm_attn,train,3fp5_A,106,1,105,0,3,3,6,5.33023092330609e-09
esm2_frozen_bilstm_attn,train,3fpn_A,119,1,118,0,3,2,5,3.99636945758175e-09
esm2_frozen_bilstm_attn,train,3fyb_A,104,1,103,0,3,3,6,5.163441230138233e-09
esm2_frozen_bilstm_attn,train,3g06_A,622,1,621,0,16,15,31,2.033642254595236e-09
esm2_frozen_bilstm_attn,train,3g0m_A,141,1,140,0,5,5,10,7.948898428367102e-09
esm2_frozen_bilstm_attn,train,3g28_A,77,1,76,0,2,2,4,1.2287521222731357e-08
esm2_frozen_bilstm_attn,train,3g3s_B,249,1,248,0,9,8,17,3.974422346786355e-09
esm2_frozen_bilstm_attn,train,3g5t_A,299,1,298,0,10,9,19,6.509438321700145e-09
esm2_frozen_bilstm_attn,train,3g98_B,111,1,110,0,4,3,7,8.44891845375173e-09
esm2_frozen_bilstm_attn,train,3ga3_A,133,1,132,0,5,4,9,7.469608043209064e-09
esm2_frozen_bilstm_attn,train,3gmv_X,156,1,155,0,5,5,10,1.5550640775074953e-09
esm2_frozen_bilstm_attn,train,3gqv_A,371,1,370,0,10,10,20,1.3556193945163386e-09
esm2_frozen_bilstm_attn,train,3gs9_A,342,1,341,0,12,11,23,1.5392286889515105e-09
esm2_frozen_bilstm_attn,train,3gwi_A,170,1,169,0,4,3,7,2.6464251901003877e-09
esm2_frozen_bilstm_attn,train,3h0n_A,188,1,187,0,5,5,10,6.024638121715498e-09
esm2_frozen_bilstm_attn,train,3h1d_A,405,1,404,0,13,12,25,3.3867220139427445e-09
esm2_frozen_bilstm_attn,train,3h1w_A,393,1,392,0,13,12,25,1.530375381975091e-09
esm2_frozen_bilstm_attn,train,3h5q_A,436,1,435,0,10,11,21,1.4525705083201501e-09
esm2_frozen_bilstm_attn,train,3h8t_A,191,1,190,0,7,7,14,9.402496559118845e-09
esm2_frozen_bilstm_attn,train,3hdj_B,313,1,312,0,9,8,17,1.9532426787094437e-09
esm2_frozen_bilstm_attn,train,3hfw_A,357,1,356,0,8,8,16,2.364436202384468e-09
esm2_frozen_bilstm_attn,train,3hgl_A,85,1,84,0,2,1,3,3.670591830484682e-09
esm2_frozen_bilstm_attn,train,3hms_A,101,1,100,0,3,2,5,6.852275191704393e-09
esm2_frozen_bilstm_attn,train,3ho6_A,267,1,266,0,9,8,17,1.7024210929861283e-09
esm2_frozen_bilstm_attn,train,3ib5_A,348,1,347,0,10,9,19,1.600505505905403e-09
esm2_frozen_bilstm_attn,train,3ig9_C,78,1,77,0,2,1,3,6.034179822478336e-09
esm2_frozen_bilstm_attn,train,3ii2_A,157,1,156,0,5,4,9,5.297782657009975e-09
esm2_frozen_bilstm_attn,train,3iiu_M,151,1,150,0,4,4,8,4.130774833299711e-09
esm2_frozen_bilstm_attn,train,3ijw_A,268,1,267,0,8,8,16,4.1055230326492165e-09
esm2_frozen_bilstm_attn,train,3ikw_A,374,1,373,0,13,12,25,4.341430770438137e-09
esm2_frozen_bilstm_attn,train,3ilw_A,470,1,469,0,14,13,27,1.9287602626150147e-09
esm2_frozen_bilstm_attn,train,3im1_A,328,1,327,0,8,8,16,2.144892707889312e-09
esm2_frozen_bilstm_attn,train,3im3_A,50,1,49,0,1,1,2,3.824401684227041e-09
esm2_frozen_bilstm_attn,train,3ipf_A,71,1,70,0,4,3,7,5.974682082410254e-09
esm2_frozen_bilstm_attn,train,3it4_B,205,1,204,0,5,5,10,5.629834820553015e-09
esm2_frozen_bilstm_attn,train,3it4_C,199,1,198,0,6,5,11,8.074947377423314e-09
esm2_frozen_bilstm_attn,train,3jsy_B,213,1,212,0,6,6,12,2.77905698453651e-09
esm2_frozen_bilstm_attn,train,3ju4_A,670,1,669,0,23,22,45,3.0520681537637984e-09
esm2_frozen_bilstm_attn,train,3jv1_A,182,1,181,0,6,6,12,6.090431270422414e-09
esm2_frozen_bilstm_attn,train,3jz9_A,197,1,196,0,5,5,10,1.886053868638271e-09
esm2_frozen_bilstm_attn,train,3k5j_A,183,1,182,0,4,3,7,4.122093222314049e-09
esm2_frozen_bilstm_attn,train,3ka5_A,65,1,64,0,3,2,5,7.159207005003054e-09
esm2_frozen_bilstm_attn,train,3kbb_A,216,1,215,0,5,6,11,1.8317720673621807e-09
esm2_frozen_bilstm_attn,train,3kby_A,145,1,144,0,5,4,9,4.60224214293703e-09
esm2_frozen_bilstm_attn,train,3kd4_A,506,1,505,0,16,15,31,1.1380954512141273e-09
esm2_frozen_bilstm_attn,train,3kde_C,77,1,76,0,2,1,3,5.1205647499941165e-09
esm2_frozen_bilstm_attn,train,3klr_A,125,1,124,0,5,4,9,4.06923028606343e-09
esm2_frozen_bilstm_attn,train,3kz5_E,52,1,51,0,1,1,2,8.767891301886266e-09
esm2_frozen_bilstm_attn,train,3kz7_A,119,1,118,0,3,2,5,7.49950457290538e-09
esm2_frozen_bilstm_attn,train,3l32_A,45,1,44,0,1,0,1,2.4377695417854284e-09
esm2_frozen_bilstm_attn,train,3l4h_A,109,1,108,0,4,3,7,2.5243220846959957e-09
esm2_frozen_bilstm_attn,train,3l4p_A,907,1,906,0,21,21,42,1.7961998555193759e-09
esm2_frozen_bilstm_attn,train,3l51_B,166,1,165,0,4,3,7,2.372528506988658e-09
esm2_frozen_bilstm_attn,train,3l9a_X,88,1,87,0,3,2,5,7.085951825303027e-09
