name,ecod_domain_id,ecod_f_id,ecod_x_id,ecod_x_name,pdb_range
3igz_B,e3igzB2,7554.1.1.1,ECOD_X_7554,NO_X_NAME,B:90-332
3igz_B,e3igzB3,7515.1.1.4,ECOD_X_7515,NO_X_NAME,"B:4-89,B:332-552"
3ii2_A,e3ii2A1,3123.1.1.1,ECOD_X_3123,NO_X_NAME,A:5-154
3iiu_M,e3iiuM1,569.1.1.1,ECOD_X_569,NO_X_NAME,M:0-150
3ijw_A,e3ijwA1,7547.1.1.1,ECOD_X_7547,NO_X_NAME,A:0-264
3ikw_A,e3ikwA1,10.1.1.29,ECOD_X_10,jelly-roll,"A:3-156,A:222-376"
3ikw_A,e3ikwA2,3299.1.1.1,ECOD_X_3299,NO_X_NAME,A:157-221
3ilw_A,e3ilwA1,101.1.2.222,ECOD_X_101,HTH,A:37-170
3ilw_A,e3ilwA2,4016.1.1.3,ECOD_X_4016,NO_X_NAME,A:356-500
3ilw_A,e3ilwA3,4014.1.1.3,ECOD_X_4014,NO_X_NAME,A:170-356
3im1_A,e3im1A1,4156.1.1.7,ECOD_X_4156,NO_X_NAME,A:1839-1989
3im1_A,e3im1A2,11.1.1.342,ECOD_X_11,Immunoglobulin-like beta-sandwich,A:2050-2163
3im1_A,e3im1A3,102.5.1.5,ECOD_X_102,HhH/H2TH,A:1990-2049
3im3_A,e3im3A1,541.1.1.2,ECOD_X_541,NO_X_NAME,A:12-61
3imk_A,e3imkA1,7563.1.1.3,ECOD_X_7563,NO_X_NAME,A:0-157
3ino_A,e3inoA1,5099.1.1.1,ECOD_X_5099,NO_X_NAME,A:593-735
3ip4_A,e3ip4A1,7552.1.1.1,ECOD_X_7552,NO_X_NAME,"A:1-320,A:346-485"
3ipf_A,e3ipfA1,3112.1.1.1,ECOD_X_3112,NO_X_NAME,A:22-90
3ipj_A,e3ipjA1,306.1.1.1,ECOD_X_306,Glucose permease domain IIB-like,A:1-95
3it4_B,e3it4B1,3117.1.1.1,ECOD_X_3117,NO_X_NAME,B:282-401
3it4_C,e3it4C1,231.1.2.3,ECOD_X_231,NO_X_NAME,C:7-199
3jsy_B,e3jsyB1,304.60.1.11,ECOD_X_304,Alpha-beta plaits,"B:9-113,B:190-213"
3jsy_B,e3jsyB2,3310.1.1.1,ECOD_X_3310,NO_X_NAME,B:114-189
3jsz_A,e3jszA1,7516.1.1.20,ECOD_X_7516,NO_X_NAME,A:110-525
3jsz_A,e3jszA2,3296.1.1.1,ECOD_X_3296,NO_X_NAME,A:6-109
3jtz_A,e3jtzA1,252.2.1.3,ECOD_X_252,DNA-binding domain,A:2-78
3ju3_A,e3ju3A1,7522.1.1.1,ECOD_X_7522,NO_X_NAME,A:503-618
3ju4_A,e3ju4A1,207.2.1.7,ECOD_X_207,Single-stranded right-handed beta-helix,A:241-311
3ju4_A,e3ju4A2,79.1.1.65,ECOD_X_79,NO_X_NAME,A:761-910
3ju4_A,e3ju4A3,1.1.7.14,ECOD_X_1,cradle loop barrel,A:423-511
3ju4_A,e3ju4A4,5.1.3.8,ECOD_X_5,beta-propeller-like,"A:312-422,A:512-760"
3jub_A,e3jubA1,810.1.1.1,ECOD_X_810,NO_X_NAME,A:1-150
3jv1_A,e3jv1A1,897.1.1.1,ECOD_X_897,Acidic mitochondrial matrix protein p32-like,A:46-227
3jz9_A,e3jz9A4,3838.1.1.1,ECOD_X_3838,NO_X_NAME,A:337-533
3k5j_A,e3k5jA1,642.1.1.2,ECOD_X_642,NO_X_NAME,A:0-181
3ka5_A,e3ka5A1,3097.1.1.1,ECOD_X_3097,NO_X_NAME,A:1-57
3kbb_A,e3kbbA1,2006.1.1.6,ECOD_X_2006,HAD domain-like,A:1-216
3kby_A,e3kbyA1,3302.1.1.1,ECOD_X_3302,NO_X_NAME,A:1-142
3kd4_A,e3kd4A1,4081.1.1.1,ECOD_X_4081,NO_X_NAME,A:23-230
3kd4_A,e3kd4A2,219.1.1.271,ECOD_X_219,Cysteine proteinases-like,A:231-388
3kd4_A,e3kd4A3,3251.1.1.1,ECOD_X_3251,NO_X_NAME,A:389-527
3kde_C,e3kdeC1,377.11.1.1,ECOD_X_377,Glucocorticoid receptor-like,C:1-77
3kef_B,e3kefB1,7588.1.1.2,ECOD_X_7588,NO_X_NAME,B:1-95
3kef_B,e3kefB2,7588.1.1.3,ECOD_X_7588,NO_X_NAME,B:96-195
3kef_B,e3kefB3,7588.1.1.4,ECOD_X_7588,NO_X_NAME,B:196-309
3klr_A,e3klrA1,325.1.7.7,ECOD_X_325,alpha/beta-Hammerhead/Barrel-sandwich hybrid,A:1-125
3kvd_D,e3kvdD1,1053.1.1.2,ECOD_X_1053,NO_X_NAME,D:79-202
3kvd_D,e3kvdD2,5084.1.1.3,ECOD_X_5084,Outer membrane meander beta-barrels,D:203-320
3kz5_E,e3kz5E1,3433.1.1,ECOD_X_3433,NO_X_NAME,E:271-319
3kz7_A,e3kz7A1,284.1.1.2,ECOD_X_284,FKBP-like,A:106-224
3l1e_A,e3l1eA2,319.1.1.2,ECOD_X_319,HSP20-like,A:59-163
3l2a_A,e3l2aA1,3288.1.1.1,ECOD_X_3288,NO_X_NAME,A:204-329
3l32_A,e3l32A1,3839.1.1,ECOD_X_3839,Viral phosphoprotein dimerization domain,A:90-133
3l4h_A,e3l4hA1,3130.1.1.1,ECOD_X_3130,NO_X_NAME,A:948-1014
3l4h_A,e3l4hA2,64.1.1.1,ECOD_X_64,WW domain-like,A:1015-1056
3l4p_A,e3l4pA1,179.1.1.1,ECOD_X_179,NO_X_NAME,A:81-193
3l4p_A,e3l4pA2,231.1.1.1,ECOD_X_231,NO_X_NAME,A:576-907
3l4p_A,e3l4pA3,221.1.1.12,ECOD_X_221,beta-Grasp,A:1-80
3l4p_A,e3l4pA4,325.1.1.1,ECOD_X_325,alpha/beta-Hammerhead/Barrel-sandwich hybrid,A:194-310
3l4p_A,e3l4pA5,231.1.1.1,ECOD_X_231,NO_X_NAME,A:311-575
3l51_B,e3l51B1,874.1.1.1,ECOD_X_874,NO_X_NAME,B:595-760
3l84_A,e3l84A1,7522.1.1.3,ECOD_X_7522,NO_X_NAME,A:507-632
3l84_A,e3l84A2,7574.1.1.6,ECOD_X_7574,NO_X_NAME,A:324-506
3l84_A,e3l84A3,7574.1.1.5,ECOD_X_7574,NO_X_NAME,A:1-323
3l9a_X,e3l9aX1,3120.1.1.1,ECOD_X_3120,NO_X_NAME,X:159-239
3lae_A,e3laeA1,217.2.1.1,ECOD_X_217,FAD-binding domain-like,A:1-78
3las_B,e3lasB1,4126.1.1.2,ECOD_X_4126,beta-carbonic anhydrase-like,B:1-166
3lbl_A,e3lblA1,178.1.1.1,ECOD_X_178,NO_X_NAME,A:17-110
3ldu_A,e3lduA1,304.120.1.5,ECOD_X_304,Alpha-beta plaits,A:2-62
3ldu_A,e3lduA2,4143.1.1.13,ECOD_X_4143,NO_X_NAME,A:63-170
3ldu_A,e3lduA3,2003.1.5.391,ECOD_X_2003,Rossmann-like,A:173-380
3let_B,e3letB1,4040.1.1.11,ECOD_X_4040,NO_X_NAME,B:218-386
3let_B,e3letB2,3229.1.1.1,ECOD_X_3229,NO_X_NAME,B:77-217
3lgb_B,e3lgbB1,182.1.2.2,ECOD_X_182,NO_X_NAME,B:317-512
3lk7_A,e3lk7A2,2004.1.1.1465,ECOD_X_2004,P-loop domains-like,A:102-308
3lk7_A,e3lk7A3,7570.1.1.1,ECOD_X_7570,NO_X_NAME,A:309-451
3lk7_A,e3lk7A4,2003.1.8.19,ECOD_X_2003,Rossmann-like,A:4-101
3lkt_Q,e3lktQ1,11.1.4.219,ECOD_X_11,Immunoglobulin-like beta-sandwich,Q:301-538
3ll7_A,e3ll7A1,3267.1.1.1,ECOD_X_3267,NO_X_NAME,A:1-67
3ll7_A,e3ll7A2,2003.1.5.23,ECOD_X_2003,Rossmann-like,A:68-279
3ll7_A,e3ll7A3,304.120.1.12,ECOD_X_304,Alpha-beta plaits,A:280-337
3ll7_A,e3ll7A4,4143.1.1.7,ECOD_X_4143,NO_X_NAME,A:338-407
3lpc_A,e3lpcA1,2499.1.1.6,ECOD_X_2499,Subtilisin-like,A:2-341
3lpe_B,e3lpeB1,375.1.1.34,ECOD_X_375,Rubredoxin-like,B:1-59
3lq9_A,e3lq9A1,3118.1.1.1,ECOD_X_3118,NO_X_NAME,A:89-222
3lti_A,e3ltiA1,4041.1.1.2,ECOD_X_4041,NO_X_NAME,"A:151-226,A:343-443"
3lti_A,e3ltiA3,275.1.1.7,ECOD_X_275,NO_X_NAME,A:225-338
3lur_B,e3lurB1,886.1.1.1,ECOD_X_886,NO_X_NAME,B:0-157
3luu_A,e3luuA1,719.2.1.2,ECOD_X_719,"XRCC4, N-terminal domain-like",A:2-100
3lvu_D,e3lvuD1,7523.1.1.28,ECOD_X_7523,NO_X_NAME,D:311-568
3lwx_A,e3lwxA1,3518.1.1.1,ECOD_X_3518,NO_X_NAME,A:0-270
3lx5_A,e3lx5A3,2004.1.1.258,ECOD_X_2004,P-loop domains-like,A:2-161
3lx5_A,e3lx5A4,3290.1.1.5,ECOD_X_3290,NO_X_NAME,A:167-265
3lyf_D,e3lyfD1,3143.1.2.1,ECOD_X_3143,NO_X_NAME,D:1-245
3lyy_A,e3lyyA1,3114.1.1.2,ECOD_X_3114,NO_X_NAME,A:1-102
3m4r_A,e3m4rA2,281.1.1.2,ECOD_X_281,NO_X_NAME,A:0-213
3m5q_A,e3m5qA1,136.1.1.7,ECOD_X_136,NO_X_NAME,A:1-357
3m66_A,e3m66A2,3238.1.1.1,ECOD_X_3238,Mitochondrial mTERF-like,A:148-417
3m6z_A,e3m6zA1,4348.1.1.1,ECOD_X_4348,NO_X_NAME,A:4-179
3m6z_A,e3m6zA2,102.1.1.206,ECOD_X_102,HhH/H2TH,A:294-375
3m6z_A,e3m6zA3,101.1.1.25,ECOD_X_101,HTH,A:180-293
3m7a_A,e3m7aA1,3127.1.1.1,ECOD_X_3127,NO_X_NAME,A:27-165
3m7d_A,e3m7dA1,4348.1.1.1,ECOD_X_4348,NO_X_NAME,A:4-179
3m7d_A,e3m7dA2,102.1.1.206,ECOD_X_102,HhH/H2TH,A:294-380
3m7d_A,e3m7dA3,101.1.1.25,ECOD_X_101,HTH,A:180-293
3mcb_B,e3mcbB1,3124.1.1.1,ECOD_X_3124,NO_X_NAME,B:53-110
3mfd_A,e3mfdA1,4019.1.1.20,ECOD_X_4019,NO_X_NAME,A:28-159
3mfd_A,e3mfdA2,223.3.1.18,ECOD_X_223,Profilin-like,A:160-265
3mfd_A,e3mfdA3,51.1.1.2,ECOD_X_51,NO_X_NAME,A:266-353
3mhs_B,e3mhsB1,4336.2.1.1,ECOD_X_4336,YheA/YmcA-like,B:5-95
3mil_A,e3milA1,2007.5.1.31,ECOD_X_2007,Flavodoxin-like,A:1-240
3mm6_A,e3mm6A10,304.37.1.1,ECOD_X_304,Alpha-beta plaits,A:1-166
3mm6_A,e3mm6A11,296.1.1.2,ECOD_X_296,NO_X_NAME,"A:167-239,A:306-417"
3mm6_A,e3mm6A2,205.1.1.43,ECOD_X_205,NO_X_NAME,A:239-304
3mmh_B,e3mmhB1,223.1.1.180,ECOD_X_223,Profilin-like,B:1-167
3mmy_D,e3mmyD1,3136.1.1.1,ECOD_X_3136,NO_X_NAME,D:158-213
3mol_B,e3molB1,824.1.1.1,ECOD_X_824,NO_X_NAME,B:2-180
3mqz_A,e3mqzA1,241.12.1.1,ECOD_X_241,Type III secretory system chaperone-like,A:6-212
3msu_B,e3msuB1,172.1.1.1,ECOD_X_172,Citrate synthase-like,B:-1-424
3msw_A,e3mswA1,3347.1.1.1,ECOD_X_3347,NO_X_NAME,A:26-163
3mwz_A,e3mwzA1,243.3.1.2,ECOD_X_243,Cystatin-like,A:1-115
3mx7_A,e3mx7A1,3459.1.1.1,ECOD_X_3459,NO_X_NAME,A:1-90
3mxz_A,e3mxzA1,604.7.1.1,ECOD_X_604,Spectrin repeat-like,A:0-107
3n4i_B,e3n4iB1,809.1.1.1,ECOD_X_809,BLIP-like,B:1-79
3n4i_B,e3n4iB2,809.1.1.1,ECOD_X_809,BLIP-like,B:80-165
3n4j_A,e3n4jA1,2488.1.1.7,ECOD_X_2488,NO_X_NAME,A:0-160
3nci_A,e3nciA4,2484.1.1.112,ECOD_X_2484,Ribonuclease H-like,A:1-375
3nci_A,e3nciA5,4969.1.1.2,ECOD_X_4969,NO_X_NAME,A:733-903
3nci_A,e3nciA6,4970.1.1.20,ECOD_X_4970,NO_X_NAME,A:469-574
3nci_A,e3nciA7,304.48.1.148,ECOD_X_304,Alpha-beta plaits,"A:376-468,A:575-732"
3ncl_A,e3nclA1,1.1.17.4,ECOD_X_1,cradle loop barrel,A:11-258
3ni2_A,e3ni2A5,4011.1.1.16,ECOD_X_4011,NO_X_NAME,A:357-432
3ni2_A,e3ni2A6,7584.1.1.3,ECOD_X_7584,NO_X_NAME,A:173-356
3ni2_A,e3ni2A7,327.5.1.12,ECOD_X_327,Alpha-lytic protease prodomain-like,A:433-532
3ni2_A,e3ni2A8,7584.1.1.2,ECOD_X_7584,NO_X_NAME,A:5-172
3nis_B,e3nisB1,904.2.1.1,ECOD_X_904,B-box zinc-binding domain-like,B:113-194
3nke_B,e3nkeB2,3239.1.1.1,ECOD_X_3239,NO_X_NAME,B:92-281
3nl9_A,e3nl9A1,159.1.3.2,ECOD_X_159,NO_X_NAME,A:2-170
3nqi_A,e3nqiA1,2.18.1.1,ECOD_X_2,OB-fold,A:30-101
3nqi_A,e3nqiA2,3233.1.1.1,ECOD_X_3233,NO_X_NAME,A:102-267
3nr1_A,e3nr1A1,131.1.1.7,ECOD_X_131,PDEase-like,A:2-179
3nrl_B,e3nrlB1,3158.1.1.1,ECOD_X_3158,NO_X_NAME,B:5-73
3nrw_A,e3nrwA1,186.1.1.2,ECOD_X_186,lambda integrase-N-like,A:4-107
3nuf_A,e3nufA1,162.1.1.8,ECOD_X_162,NO_X_NAME,A:1-118
3nyy_A,e3nyyA1,6090.1.1.1,ECOD_X_6090,NO_X_NAME,A:29-117
3nyy_A,e3nyyA2,325.1.6.1,ECOD_X_325,alpha/beta-Hammerhead/Barrel-sandwich hybrid,A:118-278
3o04_A,e3o04A1,7581.1.1.5,ECOD_X_7581,NO_X_NAME,A:1-251
3o04_A,e3o04A2,7581.1.1.12,ECOD_X_7581,NO_X_NAME,A:252-413
3o0g_D,e3o0gD1,101.1.10.1,ECOD_X_101,HTH,D:145-293
3o3x_A,e3o3xA1,3567.1.1.12,ECOD_X_3567,NO_X_NAME,A:1-198
3o6p_A,e3o6pA1,7523.1.1.28,ECOD_X_7523,NO_X_NAME,A:300-526
3o79_A,e3o79A1,254.1.1.1,ECOD_X_254,NO_X_NAME,A:126-222
3obl_B,e3oblB1,3188.1.1.1,ECOD_X_3188,NO_X_NAME,B:2-133
3ofg_B,e3ofgB1,3122.1.1.1,ECOD_X_3122,NO_X_NAME,B:88-174
3ohg_A,e3ohgA1,3256.1.1.1,ECOD_X_3256,NO_X_NAME,A:32-84
3ohg_A,e3ohgA2,4187.2.1.2,ECOD_X_4187,NosL/MerB-like,"A:85-142,A:276-315"
3ohg_A,e3ohgA3,4187.2.1.3,ECOD_X_4187,NosL/MerB-like,A:143-193
3ohg_A,e3ohgA4,4187.2.1.1,ECOD_X_4187,NosL/MerB-like,A:194-275
3oi8_A,e3oi8A1,6087.1.1.1,ECOD_X_6087,NO_X_NAME,A:21-57
3oi8_A,e3oi8A2,282.1.1.1,ECOD_X_282,NO_X_NAME,A:58-176
3ol3_A,e3ol3A1,3716.1.1.1,ECOD_X_3716,NO_X_NAME,A:5-102
3omd_B,e3omdB1,3472.1.1.1,ECOD_X_3472,NO_X_NAME,B:-4-140
3on9_A,e3on9A1,527.1.1.1,ECOD_X_527,NO_X_NAME,A:161-320
3onj_A,e3onjA1,603.1.1.7,ECOD_X_603,STAT-like,A:3-99
3ooi_A,e3ooiA2,70.3.1.21,ECOD_X_70,beta-clip,"A:0-41,A:89-231"
3ooi_A,e3ooiA3,3358.1.1.4,ECOD_X_3358,NO_X_NAME,A:42-88
3ot9_B,e3ot9B1,4344.1.1.1,ECOD_X_4344,NO_X_NAME,B:101-224
3ot9_B,e3ot9B2,7515.1.1.4,ECOD_X_7515,NO_X_NAME,"B:3-107,B:225-392"
3ov5_A,e3ov5A2,3070.1.1.5,ECOD_X_3070,N0 domain in phage tail proteins and secretins-like,A:51-134
3owt_B,e3owtB3,3266.1.1.2,ECOD_X_3266,NO_X_NAME,B:784-823
3owt_B,e3owtB4,3764.1.1.3,ECOD_X_3764,NO_X_NAME,B:676-783
3oxp_A,e3oxpA1,311.1.1.2,ECOD_X_311,NO_X_NAME,A:0-147
3oyv_A,e3oyvA1,3719.1.1.1,ECOD_X_3719,NO_X_NAME,A:30-384
3p3g_A,e3p3gA3,212.1.1.166,ECOD_X_212,NO_X_NAME,A:1-300
3p4h_A,e3p4hA1,58.2.1.1,ECOD_X_58,Oncogene product-like,A:0-117
3p5p_A,e3p5pA1,109.2.1.135,ECOD_X_109,Repetitive alpha hairpins,A:111-348
3p5p_A,e3p5pA2,109.2.1.34,ECOD_X_109,Repetitive alpha hairpins,A:349-537
3p5p_A,e3p5pA3,141.1.1.3,ECOD_X_141,NO_X_NAME,A:538-862
3pes_A,e3pesA1,3172.1.1.1,ECOD_X_3172,NO_X_NAME,A:1-82
3pf6_A,e3pf6A1,6100.1.1,ECOD_X_6100,NO_X_NAME,A:1-59
3pkz_A,e3pkzA1,7565.1.1.1,ECOD_X_7565,NO_X_NAME,A:1-124
3po8_A,e3po8A1,73.1.1.1,ECOD_X_73,NO_X_NAME,A:3-100
3pt1_A,e3pt1A1,4009.1.1.8,ECOD_X_4009,NO_X_NAME,A:0-130
3pt1_A,e3pt1A2,7583.1.1.1,ECOD_X_7583,NO_X_NAME,A:131-468
3pvh_A,e3pvhA1,3105.1.1.1,ECOD_X_3105,NO_X_NAME,A:83-235
3pzw_A,e3pzwA1,10.10.1.1,ECOD_X_10,jelly-roll,A:6-149
3pzw_A,e3pzwA2,158.1.1.1,ECOD_X_158,NO_X_NAME,A:150-839
3q0i_A,e3q0iA1,270.1.1.1,ECOD_X_270,FMT C-terminal domain-like,A:208-315
3q0i_A,e3q0iA2,7571.1.1.1,ECOD_X_7571,NO_X_NAME,A:4-207
3q1c_A,e3q1cA1,3180.1.1.1,ECOD_X_3180,NO_X_NAME,A:39-145
3q1c_A,e3q1cA2,3667.1.1.1,ECOD_X_3667,NO_X_NAME,A:146-395
3q1n_A,e3q1nA1,12.3.1.1,ECOD_X_12,Glycosyl hydrolase domain-like,A:0-293
3qc5_X,e3qc5X1,6107.1.1.1,ECOD_X_6107,NO_X_NAME,X:525-604
3qc5_X,e3qc5X2,11.1.1.2520,ECOD_X_11,Immunoglobulin-like beta-sandwich,X:399-524
3qc5_X,e3qc5X3,11.1.5.77,ECOD_X_11,Immunoglobulin-like beta-sandwich,X:246-398
3qc7_A,e3qc7A1,3176.1.1.1,ECOD_X_3176,NO_X_NAME,A:118-281
3qfl_A,e3qflA1,4268.2.1.5,ECOD_X_4268,EspA/CesA-like,A:6-120
3qra_A,e3qraA1,5084.1.1.7,ECOD_X_5084,Outer membrane meander beta-barrels,A:26-182
3rjs_A,e3rjsA1,864.1.1.6,ECOD_X_864,NO_X_NAME,A:3-89
3rkg_A,e3rkgA1,4121.1.1.4,ECOD_X_4121,NO_X_NAME,A:48-305
3rlk_A,e3rlkA1,3200.1.1.1,ECOD_X_3200,NO_X_NAME,A:146-328
3rmq_A,e3rmqA1,3185.1.1.1,ECOD_X_3185,NO_X_NAME,A:1-111
3rt4_A,e3rt4A1,285.1.1.1,ECOD_X_285,NO_X_NAME,A:1-171
3rv1_B,e3rv1B1,171.1.1.5,ECOD_X_171,NO_X_NAME,B:107-258
3rv1_B,e3rv1B2,3765.1.1.3,ECOD_X_3765,NO_X_NAME,B:15-106
3rxy_A,e3rxyA1,7509.1.1.1,ECOD_X_7509,NO_X_NAME,A:0-155
3rxy_A,e3rxyA2,7509.1.1.1,ECOD_X_7509,NO_X_NAME,A:181-275
3se9_G,e3se9G1,259.1.1.5,ECOD_X_259,Ribosomal protein L31e-like,G:256-473
3se9_G,e3se9G2,1061.1.1.1,ECOD_X_1061,NO_X_NAME,"G:44-255,G:474-492"
3sfv_B,e3sfvB1,3282.1.1.1,ECOD_X_3282,NO_X_NAME,B:224-566
3shg_B,e3shgB1,3419.1.1.1,ECOD_X_3419,NO_X_NAME,B:1-61
3st1_A,e3st1A1,3080.1.1.1,ECOD_X_3080,NO_X_NAME,A:19-230
3t4r_A,e3t4rA1,3571.1.1.1,ECOD_X_3571,NO_X_NAME,A:3-74
3t7h_B,e3t7hB1,3351.1.1.1,ECOD_X_3351,Atg7 N-terminal domain-like,"B:-1-149,B:265-289"
3t7h_B,e3t7hB2,3351.1.1.4,ECOD_X_3351,Atg7 N-terminal domain-like,B:150-258
3t7z_A,e3t7zA1,3407.1.1.3,ECOD_X_3407,NO_X_NAME,A:1-119
3t92_A,e3t92A2,364.1.1.1,ECOD_X_364,NO_X_NAME,A:7-119
3tbn_A,e3tbnA1,3087.1.3.2,ECOD_X_3087,NO_X_NAME,A:1-79
3tgt_A,e3tgtA1,259.1.1.5,ECOD_X_259,Ribosomal protein L31e-like,A:256-473
3tgt_A,e3tgtA2,1061.1.1.1,ECOD_X_1061,NO_X_NAME,"A:44-255,A:474-492"
3ti2_A,e3ti2A1,328.6.1.1,ECOD_X_328,IF3-like,A:17-243
3tvj_I,e3tvjI1,356.1.1.1,ECOD_X_356,NO_X_NAME,I:1-35
3twz_A,e3twzA1,4344.1.1.1,ECOD_X_4344,NO_X_NAME,A:101-217
3twz_A,e3twzA2,7515.1.1.4,ECOD_X_7515,NO_X_NAME,"A:3-100,A:218-393"
3txs_C,e3txsC1,3713.1.1.1,ECOD_X_3713,NO_X_NAME,C:25-115
3u5v_A,e3u5vA1,105.1.1.6,ECOD_X_105,HLH-like,A:7-68
3u9g_A,e3u9gA1,101.1.2.188,ECOD_X_101,HTH,A:3-67
3u9g_A,e3u9gA2,906.1.1.13,ECOD_X_906,CCCH zinc finger,A:68-86
3u9g_A,e3u9gA3,906.1.1.12,ECOD_X_906,CCCH zinc finger,A:87-141
3u9g_A,e3u9gA4,906.1.1.10,ECOD_X_906,CCCH zinc finger,A:142-172
3u9g_A,e3u9gA5,906.1.1.8,ECOD_X_906,CCCH zinc finger,A:173-225
3ueb_E,e3uebE1,878.1.1.1,ECOD_X_878,NO_X_NAME,E:1-102
3ush_B,e3ushB1,3216.1.1.1,ECOD_X_3216,NO_X_NAME,B:6-125
3v0r_A,e3v0rA1,3385.1.1.1,ECOD_X_3385,NO_X_NAME,A:28-157
3v3l_A,e3v3lA1,4357.1.1.1,ECOD_X_4357,NO_X_NAME,A:101-183
3v68_A,e3v68A1,3402.1.1.1,ECOD_X_3402,NO_X_NAME,A:2-249
3vc8_B,e3vc8B2,3084.1.1.1,ECOD_X_3084,NO_X_NAME,B:1-85
3vej_B,e3vejB1,3443.1.1,ECOD_X_3443,NO_X_NAME,B:172-212
3vgp_A,e3vgpA1,3110.1.1.4,ECOD_X_3110,NO_X_NAME,A:428-591
3vkw_A,e3vkwA1,3590.1.1.1,ECOD_X_3590,NO_X_NAME,A:672-817
3vkw_A,e3vkwA2,2004.1.1.509,ECOD_X_2004,P-loop domains-like,A:818-991
3vkw_A,e3vkwA3,2004.1.1.508,ECOD_X_2004,P-loop domains-like,A:992-1111
3vnb_A,e3vnbA1,7590.1.1.4,ECOD_X_7590,NO_X_NAME,A:594-741
3vor_A,e3vorA1,274.1.1.14,ECOD_X_274,NO_X_NAME,A:1-182
3vth_A,e3vthA10,2484.1.1.370,ECOD_X_2484,Ribonuclease H-like,A:391-495
3vth_A,e3vthA2,6105.1.1.1,ECOD_X_6105,NO_X_NAME,A:142-191
3vth_A,e3vthA5,6105.1.1.1,ECOD_X_6105,NO_X_NAME,A:106-141
3vth_A,e3vthA7,297.1.1.3,ECOD_X_297,NO_X_NAME,A:192-390
3vth_A,e3vthA8,2484.1.1.224,ECOD_X_2484,Ribonuclease H-like,A:496-755
3vth_A,e3vthA9,304.110.1.1,ECOD_X_304,Alpha-beta plaits,A:3-105
3wa1_A,e3wa1A1,825.1.1.2,ECOD_X_825,NO_X_NAME,A:199-407
3wa1_A,e3wa1A2,6.1.1.25,ECOD_X_6,NO_X_NAME,A:19-198
3wkx_A,e3wkxA1,109.2.1.46,ECOD_X_109,Repetitive alpha hairpins,A:1-411
3wkx_A,e3wkxA2,3880.1.1.1,ECOD_X_3880,NO_X_NAME,A:539-659
3wkx_A,e3wkxA3,12.6.1.13,ECOD_X_12,Glycosyl hydrolase domain-like,A:429-538
3wol_A,e3wolA1,1.1.5.42,ECOD_X_1,cradle loop barrel,"A:25-276,A:574-720"
3wol_A,e3wolA2,6151.1.1.1,ECOD_X_6151,NO_X_NAME,A:277-573
3wur_B,e3wurB1,3410.1.1.1,ECOD_X_3410,NO_X_NAME,B:1-165
3wvz_A,e3wvzA1,10.41.1.1,ECOD_X_10,jelly-roll,A:1-132
3wvz_A,e3wvzA2,3959.1.1,ECOD_X_3959,NO_X_NAME,A:136-195
3wwh_A,e3wwhA1,4045.1.1.2,ECOD_X_4045,NO_X_NAME,A:149-330
3wwh_A,e3wwhA2,4020.1.1.2,ECOD_X_4020,NO_X_NAME,A:2-155
3wx4_A,e3wx4A1,6141.1.1.1,ECOD_X_6141,NO_X_NAME,A:1-98
3x0g_A,e3x0gA1,576.1.1.1,ECOD_X_576,NO_X_NAME,A:110-202
3zdm_A,e3zdmA1,6067.1.1.1,ECOD_X_6067,NO_X_NAME,A:2-70
3zfn_A,e3zfnA1,6120.1.1.1,ECOD_X_6120,NO_X_NAME,A:21-168
3zl8_A,e3zl8A1,2004.1.1.1465,ECOD_X_2004,P-loop domains-like,A:81-289
3zl8_A,e3zl8A2,7570.1.1.1,ECOD_X_7570,NO_X_NAME,A:290-427
3zl8_A,e3zl8A3,2493.1.1.10,ECOD_X_2493,NO_X_NAME,A:1-80
3zoq_C,e3zoqC1,3115.3.1.1,ECOD_X_3115,GP2-like,C:4-56
3zr8_X,e3zr8X1,3455.1.1.3,ECOD_X_3455,NO_X_NAME,X:68-132
3zrg_B,e3zrgB1,3455.1.1.4,ECOD_X_3455,NO_X_NAME,B:55-119
3zzo_A,e3zzoA1,3377.1.1.1,ECOD_X_3377,NO_X_NAME,A:25-117
4a1k_A,e4a1kA1,4091.1.1.1,ECOD_X_4091,NO_X_NAME,A:49-164
4a1k_A,e4a1kA2,101.15.1.6,ECOD_X_101,HTH,A:0-48
4a3p_A,e4a3pA2,4309.1.1.1,ECOD_X_4309,NO_X_NAME,A:6-117
4a3p_A,e4a3pA3,221.1.1.41,ECOD_X_221,beta-Grasp,A:133-222
4a56_A,e4a56A1,3705.1.1.1,ECOD_X_3705,NO_X_NAME,A:30-122
4adn_B,e4adnB1,601.32.1.1,ECOD_X_601,Four-helical up-and-down bundle,B:10-94
4adn_B,e4adnB2,3583.1.1.1,ECOD_X_3583,NO_X_NAME,B:95-222
4af1_A,e4af1A1,832.1.1.3,ECOD_X_832,NO_X_NAME,A:7-144
4af1_A,e4af1A2,301.1.1.1,ECOD_X_301,Bacillus chorismate mutase-like,A:278-416
4af1_A,e4af1A3,2484.1.1.25,ECOD_X_2484,Ribonuclease H-like,A:145-277
4alz_A,e4alzA1,3261.1.1.4,ECOD_X_3261,NO_X_NAME,A:154-215
4alz_A,e4alzA2,3261.1.1.3,ECOD_X_3261,NO_X_NAME,A:216-283
4alz_A,e4alzA3,3261.1.1.7,ECOD_X_3261,NO_X_NAME,A:284-347
