protein,contact_record_present,mapping_accepted,status,error,mapping_status,alignment_identity,input_coverage,experimental_method,resolution_angstrom,pdb_file,contact_source_json,pdb_atom_count_first_model,water_primary_eligible,water_eligibility_reason,target_chain_ids,n_target_heavy_atoms,n_target_polar_atoms,n_foreign_chain_polar_atoms,n_ordinary_contact_edges,n_nonlocal_contact_edges,n_contact_communities,n_ecod_labeled_residues,n_ecod_domains,all_water_count,occupancy_pass_count,bfactor_pass_count,retained_water_count,excluded_foreign_chain_contact_count,protein_bfactor_median,protein_bfactor_scaled_mad,water_bfactor_limit
1ewf_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1ewf.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,4005.0,True,eligible,A,3521.0,1250.0,0.0,2225.0,1316.0,20.0,456.0,2.0,387.0,387.0,320.0,274.0,0.0,25.53,6.864438000000003,46.12331400000001
1ez3_B,True,True,ok,,aligned,1.0,0.9763779527559056,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1ez3.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,3490.0,True,eligible,B,1022.0,396.0,792.0,534.0,289.0,7.0,123.0,1.0,422.0,422.0,419.0,103.0,0.0,30.994999999999997,11.794082999999997,66.37724899999998
1f20_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1f20.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,4120.0,True,eligible,A,3501.0,1284.0,0.0,2122.0,1255.0,11.0,435.0,3.0,479.0,479.0,477.0,346.0,0.0,20.55,11.282586000000002,54.39775800000001
1f3u_G,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1f3u.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,9148.0,True,eligible,G,895.0,338.0,2797.0,483.0,250.0,16.0,118.0,1.0,692.0,692.0,692.0,56.0,20.0,40.37,18.280458000000007,95.211374
1f5n_A,True,True,ok,,aligned,1.0,0.9628378378378378,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1f5n.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,5029.0,True,eligible,A,4585.0,1690.0,0.0,2674.0,1540.0,14.0,570.0,2.0,411.0,411.0,380.0,297.0,0.0,20.86,7.842953999999998,44.38886199999999
1f9p_A,True,True,ok,,aligned,1.0,0.9529411764705882,X-RAY DIFFRACTION,1.93,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1f9p.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,769.0,True,eligible,A,618.0,234.0,0.0,321.0,164.0,8.0,81.0,1.0,133.0,133.0,114.0,58.0,0.0,46.05,12.246275999999996,82.788828
1fcz_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.38,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1fcz.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,2218.0,True,eligible,A,1851.0,675.0,0.0,1111.0,644.0,10.0,235.0,1.0,305.0,305.0,111.0,87.0,0.0,20.04,5.278055999999998,35.87416799999999
1fd3_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.35,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1fd3.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1379.0,True,eligible,A,299.0,111.0,327.0,192.0,113.0,7.0,41.0,1.0,194.0,194.0,90.0,16.0,3.0,21.3,6.8347859999999985,41.80435799999999
1feh_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1feh.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,5289.0,True,eligible,A,4461.0,1666.0,0.0,2947.0,1802.0,16.0,572.0,5.0,776.0,776.0,291.0,244.0,0.0,12.25,5.619053999999998,29.107161999999995
1fk5_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.3,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1fk5.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,771.0,True,eligible,A,626.0,258.0,0.0,416.0,233.0,6.0,93.0,1.0,116.0,116.0,20.0,18.0,0.0,19.255,3.9733679999999993,31.175103999999997
1fm4_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.97,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1fm4.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1380.0,True,eligible,A,1228.0,447.0,0.0,767.0,452.0,8.0,159.0,1.0,96.0,96.0,53.0,49.0,0.0,13.024999999999999,6.3529409999999995,32.083822999999995
1fn9_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1fn9.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,6522.0,True,eligible,A,2882.0,1061.0,1061.0,1802.0,1075.0,10.0,365.0,1.0,756.0,756.0,311.0,155.0,12.0,11.445,4.425560999999999,24.721683
1fs1_A,True,False,mapping_rejected,,low_quality,1.0,0.7735849056603774,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1fs1.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,,,,,,,,,,,,,,,,,,,,
1fx4_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1fx4.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2063.0,True,eligible,A,1798.0,674.0,0.0,1101.0,642.0,13.0,231.0,1.0,264.0,264.0,203.0,163.0,0.0,28.27,9.236598,55.979794
1fxo_G,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.66,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1fxo.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,22078.0,True,eligible,G,2293.0,826.0,5770.0,1416.0,833.0,6.0,292.0,1.0,3365.0,3365.0,422.0,64.0,20.0,9.98,4.862928,24.568784
1g2r_A,True,True,ok,,aligned,1.0,0.94,X-RAY DIFFRACTION,1.35,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1g2r.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,913.0,True,eligible,A,767.0,282.0,0.0,406.0,221.0,9.0,94.0,1.0,131.0,131.0,77.0,61.0,0.0,16.26,6.894089999999998,36.94226999999999
1g38_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1g38.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,7728.0,True,eligible,A,3189.0,1103.0,1465.0,1939.0,1156.0,16.0,393.0,2.0,496.0,496.0,428.0,147.0,28.0,12.8,5.263230000000001,28.589690000000004
1g6g_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.6,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1g6g.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2557.0,True,eligible,A,990.0,369.0,410.0,610.0,359.0,6.0,127.0,1.0,441.0,441.0,142.0,85.0,5.0,16.93,5.396664,33.119991999999996
1g7s_A,True,True,ok,,aligned,1.0,0.9696969696969697,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1g7s.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,4876.0,True,eligible,A,4401.0,1603.0,0.0,2902.0,1762.0,12.0,576.0,4.0,447.0,447.0,447.0,295.0,0.0,35.44,16.145513999999995,83.87654199999999
1g9g_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1g9g.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,5414.0,True,eligible,A,5015.0,1819.0,0.0,3291.0,2036.0,14.0,629.0,1.0,397.0,397.0,190.0,188.0,0.0,17.16,5.322533999999999,33.127601999999996
1gnt_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.25,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1gnt.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,5250.0,True,eligible,A,4217.0,1527.0,0.0,2806.0,1703.0,14.0,549.0,5.0,1015.0,1015.0,279.0,248.0,0.0,11.81,3.573066,22.529198
1gpj_A,True,True,ok,,aligned,1.0,0.9876237623762376,X-RAY DIFFRACTION,1.95,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1gpj.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3544.0,True,eligible,A,3148.0,1209.0,0.0,1964.0,1172.0,11.0,399.0,3.0,353.0,353.0,346.0,257.0,0.0,28.715,11.356716000000002,62.78514800000001
1gqe_A,True,True,ok,,aligned,1.0,0.9917808219178083,X-RAY DIFFRACTION,1.81,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1gqe.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,3152.0,True,eligible,A,2866.0,1096.0,0.0,1713.0,992.0,16.0,362.0,4.0,286.0,286.0,274.0,228.0,0.0,19.744999999999997,9.244010999999997,47.47703299999999
1gqv_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,0.98,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1gqv.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2299.0,True,eligible,A,1088.0,415.0,0.0,627.0,360.0,9.0,135.0,1.0,226.0,226.0,70.0,64.0,0.0,9.235,3.7139129999999985,20.376738999999993
1gwe_A,True,True,ok,,aligned,1.0,0.9900596421471173,X-RAY DIFFRACTION,0.88,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1gwe.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,4917.0,True,eligible,A,3981.0,1491.0,0.0,2406.0,1413.0,35.0,498.0,3.0,878.0,871.0,257.0,231.0,0.0,5.34,1.6753379999999998,10.366014
1h02_B,True,True,ok,,aligned,1.0,0.9142857142857143,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1h02.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,518.0,True,eligible,B,475.0,176.0,0.0,255.0,133.0,13.0,58.0,1.0,23.0,23.0,7.0,5.0,0.0,49.71,3.0541560000000034,58.87246800000001
1h16_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.53,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1h16.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,7372.0,True,eligible,A,5988.0,2204.0,0.0,4046.0,2531.0,13.0,759.0,2.0,1267.0,1264.0,344.0,317.0,0.0,11.7,3.988194000000002,23.664582000000003
1h2e_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.69,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1h2e.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1852.0,True,eligible,A,1665.0,618.0,0.0,1004.0,593.0,11.0,207.0,1.0,174.0,174.0,164.0,123.0,0.0,31.99,8.865947999999994,58.587843999999976
1h8e_G,True,True,ok,,aligned,1.0,0.8970588235294118,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1h8e.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,26329.0,True,eligible,G,1891.0,700.0,8293.0,1155.0,682.0,8.0,244.0,1.0,1693.0,1693.0,1693.0,33.0,14.0,66.59,19.570320000000002,125.30096
1h99_A,True,True,ok,,aligned,1.0,0.9821428571428571,X-RAY DIFFRACTION,1.55,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1h99.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/test_contacts_ca8.json.gz,2018.0,True,eligible,A,1827.0,646.0,0.0,979.0,545.0,11.0,220.0,2.0,191.0,191.0,108.0,101.0,0.0,16.76,5.4707940000000015,33.172382000000006
1hbn_E,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.16,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1hbn.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,21784.0,True,eligible,E,3307.0,1215.0,5821.0,2339.0,1458.0,10.0,442.0,2.0,2393.0,2376.0,795.0,81.0,67.0,16.29,3.825107999999997,27.765323999999993
1hc9_B,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.8,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1hc9.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,1556.0,True,eligible,B,551.0,213.0,288.0,341.0,196.0,6.0,74.0,1.0,217.0,217.0,173.0,42.0,5.0,22.74,9.117989999999997,50.093969999999985
1hp1_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.7,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1hp1.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/validation_contacts_ca8.json.gz,4818.0,True,eligible,A,4027.0,1482.0,0.0,2731.0,1702.0,15.0,516.0,2.0,739.0,739.0,370.0,316.0,0.0,13.69,4.877753999999999,28.323261999999993
1hq0_A,True,True,ok,,exact,1.0,1.0,X-RAY DIFFRACTION,1.83,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1hq0.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2523.0,True,eligible,A,2304.0,848.0,0.0,1551.0,964.0,11.0,295.0,1.0,204.0,204.0,185.0,163.0,0.0,23.735,7.524194999999999,46.307584999999996
1huf_A,True,True,ok,,aligned,1.0,0.8785714285714286,X-RAY DIFFRACTION,2.0,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1huf.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,1030.0,True,eligible,A,936.0,366.0,0.0,606.0,363.0,7.0,123.0,1.0,94.0,94.0,91.0,70.0,0.0,26.985,13.943852999999999,68.816559
1hw1_B,True,True,ok,,aligned,1.0,0.9456066945606695,X-RAY DIFFRACTION,1.5,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1hw1.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,4043.0,True,eligible,B,1798.0,657.0,657.0,1071.0,622.0,7.0,226.0,2.0,416.0,416.0,255.0,105.0,9.0,14.93,5.226164999999999,30.608494999999998
1hye_A,True,True,ok,,aligned,1.0,0.9808306709265175,X-RAY DIFFRACTION,1.9,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/pdb_cache/1hye.pdb,/home/zahralab/Desktop/ESMfluc/scripts/final_pipeline/results/publication_comparable_v2/analysis_seed_averaged_band_external_structure/contact_networks/train_contacts_ca8.json.gz,2506.0,True,eligible,A,2383.0,869.0,0.0,1546.0,938.0,9.0,307.0,2.0,75.0,75.0,67.0,59.0,0.0,27.0,9.236597999999995,54.70979399999999
